Price,Model Year,Engine Type,Engine Capacity,Assembly,Body Type,Transmission Type,Registration Status,Car Name
1200000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
425000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1950000,2014,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
700000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3550000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1550000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
3225000,2014,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
1650000,2013,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
1620000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
500000,2012,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2340000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1120000,2004,Petrol,1500,Imported,Sedan,Automatic,Registered,Honda Civic
1720000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1575000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1600000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1600000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1250000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1420000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1480000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
470000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
480000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1470000,2005,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
1350000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1810000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
670000,2014,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
735000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
470000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
600000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
460000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1825000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
470000,2003,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
650000,2014,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
900000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
1825000,2017,Petrol,1300,Local,Hatchback,Automatic,Registered,Suzuki Swift
2200000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
550000,2003,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
430000,2000,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
630000,2014,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
690000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
650000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1450000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
4985000,2016,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
830000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
480000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
740000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1350000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2800000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
600000,2000,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Baleno
650000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1900000,2014,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
725000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1615000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2900000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1295000,2008,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
450000,2019,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
645000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1420000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2075000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
455000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1825000,2004,Petrol,1800,Imported,Sedan,Automatic,Registered,Mercedes Benz
595000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2150000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
845000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1720000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
690000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1720000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1435000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1600000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
6000000,2005,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
1500000,2011,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1200000,2015,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1410000,2010,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
475000,2004,Petrol,800,Imported,Hatchback,Manual,Registered,Suzuki Mehran
1715000,2012,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1660000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1700000,2013,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1850000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
800000,2015,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
650000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2800000,1996,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
1020000,2003,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1235000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
730000,1999,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1550000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1410000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
890000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2200000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
750000,2006,Petrol,800,Local,Hatchback,Automatic,Registered,Daihatsu Cuore
870000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
720000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
540000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
975000,2015,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1700000,2012,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
3130000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2090000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2850000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
615000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
480000,2012,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
4100000,2015,Hybrid,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
2375000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1070000,2003,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
850000,1996,Petrol,1500,Local,Sedan,Manual,Registered,Toyota Corolla
1150000,2006,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
285000,2003,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1265000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1370000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
1230000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
845000,2002,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
890000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
730000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
620000,1997,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1010000,2004,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
2950000,1999,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
770000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
795000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1220000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1390000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
2600000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
900000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1570000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
950000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1250000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1600000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
930000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2830000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1120000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2650000,2017,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
840000,2002,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
2300000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1840000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1600000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1650000,2013,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1390000,2007,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2150000,2013,Hybrid,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
3265000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
3450000,2019,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
500000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1395000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
1100000,2006,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1480000,2018,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
500000,2006,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
710000,2012,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
2485000,2012,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1390000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
625000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
650000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1550000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
740000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2000000,2016,Petrol,1800,Local,Sedan,Manual,Registered,Toyota Corolla
1030000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1850000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1100000,2005,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
880000,2000,Petrol,1600,Imported,Sedan,Manual,Registered,Honda Civic
1280000,2003,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
680000,2014,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2475000,2016,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1580000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2350000,2019,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
830000,1997,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2400000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1250000,2015,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
2650000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1650000,2011,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2375000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1669000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2290000,2012,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2050000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2250000,2014,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1400000,2014,Petrol,660,Local,Hatchback,Automatic,Registered,Suzuki Alto
5300000,2004,Petrol,3500,Imported,SUV,Automatic,Un-Registered,Mercedes Benz
1625000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1550000,2011,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1450000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2270000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2600000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1150000,2004,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1385000,2015,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
3600000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3875000,2019,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
565000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2250000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
3350000,2018,Petrol,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
1470000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1250000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Wagon
550000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
430000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3225000,2016,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
950000,2002,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
730000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2300000,2016,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
650000,2010,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1095000,2008,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1300000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
585000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1575000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1600000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1530000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1610000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1390000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1100000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1350000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
2650000,2017,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
835000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
780000,2006,Petrol,800,Imported,Hatchback,Automatic,Registered,Daihatsu Cuore
570000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
375000,1995,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
890000,2004,Petrol,1500,Imported,Sedan,Automatic,Registered,Honda Civic
1260000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
540000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1450000,2009,Petrol,1800,Local,Sedan,Manual,Registered,Toyota Corolla
1400000,2005,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
360000,1997,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
2125000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
830000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1400000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
400000,2001,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1350000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1000000,2003,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1200000,1999,Petrol,1300,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1550000,2019,Petrol,660,Local,Hatchback,Automatic,Registered,Suzuki Alto
2125000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
11500000,2012,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
1150000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1550000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
895000,2001,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
410000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2100000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
790000,1998,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1850000,2011,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
775000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1720000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Honda Civic
1500000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
875000,1999,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
785000,2011,Petrol,1000,Imported,Hatchback,Manual,Registered,Daihatsu Cuore
1200000,2005,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
1550000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
550000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1875000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1550000,2009,Petrol,1300,Imported,Sedan,Automatic,Registered,Honda Civic
3100000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
630000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
630000,2006,Petrol,1000,Imported,Hatchback,Manual,Registered,Suzuki Cultus
580000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1550000,2019,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1225000,2008,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
950000,2002,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
680000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1565000,2012,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
4690000,2005,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
420000,2000,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1525000,2009,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
450000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2150000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1775000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1880000,2005,Petrol,1500,Local,Sedan,Automatic,Un-Registered,Toyota Corolla
900000,2002,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
1400000,2007,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
260000,1992,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3550000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1175000,2006,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1700000,2008,Petrol,1300,Imported,Hatchback,Automatic,Registered,Toyota Vitz
850000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
750000,1996,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1730000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
670000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
920000,2000,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
750000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3400000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1225000,2006,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1290000,2008,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1750000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
425000,1999,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Khyber
685000,2013,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1180000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
3180000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1345000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
515000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1615000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1300000,2019,Petrol,1000,Local,Hatchback,Automatic,Registered,Suzuki Cultus
1000000,2004,Petrol,1600,Local,Sedan,Manual,Registered,Toyota Corolla
1480000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
795000,2014,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1335000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
1100000,2006,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
